likes,text_string
6,say  bothered  either  way  forearm  deeming  incident  collision  today  rolling  maul
1,rugby  world  cup  organizer  warn  team  approaching  typhoon
6,way  rugby  going  might  well  join  next  wallaby  sound  like  great  advertisement  rugby  league
41,alcohol  lobbying  senator  given  free  whiskey  japan  rugby  trip  company  donated  cover  food  drink  match  odds  reply
11,year  house  rugby  finest  well  done  everyone  involved
0,rugby  world  cup  speed  agility  low  tackling  secret  japan  success
0,rugby  world  cup  johnny  sexton  call  hit  back
0,since  watched  many  rugby  replay  recommendation  rugby
186,watching  influential  wainwright  huge  game  make  wonder  many  guy  plying  trade  club  rugby  part  academy  system  could  reach  similar  level  given  chance
0,good  rugby  union
1,rugby  world  cup  wallaby  coach  embarrassed  controversy
2,rugby  world  cup  wallaby  coach  embarrassed  controversy
0,flattest  rugby  world  cup  record
0,like  rugby  rugby  sex
0,thought  going  watch  rugby  game  netball  referee  showed
0,enjoy  account  pod  disappointing  view  game  want  win  much  next  person  fact  hate  losing  still  game  zero  interest  rugby  love  respect  player  official  supporter
0,even  tell  many  people  watch  rugby  union  match  busy  drinking  pint  presumably
0,well  done  good  enjoying  miss  people  used  see  rugby  tho
0,big  fan  gong  end  rugby
1,great  game  trophy  look  great  next  jet  physical  disability  rugby  league  trophy  premiership
1,seen  face  since  daughter  law  mentioned  meeting  england  rugby  team  noting  one  called  seemed  decent  chap
0,watched  wale  rugby  highlight  game  result
0,nation  apology  seen  many  people  think  attend  rugby  club  everyday  champion  beacon  spring  mind
48,wale  cant  scared  anyone  anymore  say  warren  say  win
0,check  rugby  hack  enjoy
1,lot  inspirational  activity  support  service  display  today  disability  pride  delighted  able  attend  grateful  weather  allowing  u  share  open  air  wheelchair  rugby  skill
0,actively  trying  stifle  development  rugby  stifling  game  analysis  rugby  copyright  striking  channel  beyond  stupid  guy  almost  subscriber  someone  marketing  think
86,well  done  japan  absolutely  effort  hopefully  take  lot  away  push  disappointing  fan  great  game  world  rugby
1,secured  excellent  win  previously  unbeaten  got  late  double  also  scoring  highlight
409,crowd  stunner  going  anywhere  partly  there  amazing  firework  ignited  rugby  today  sent  atmosphere
3208,incredible  scene  japan  brilliant  give  rugby  boost
0,roughly  minute  later  nudged  towards  emptying  gunpowder  disposal  musket  taking  aim  unnamed  official  raged  since  hodge  citing  via
73,arrived  japan  straight  scholarship  study  play  rugby  shortly  rugby  turned  professional  play  long  lived  amp  worked  japan  almost  year  part  series
0,wale  edge  closer  quarter  final  nail  biting  victory  rugby  world
0,stand  always  one  best  player  rugby  league  grown  watch  pass
0,really  fading  year  think  maybe  reason  rugby  fading  lack  intelligence  vision  almost  every  level  game
0,ah  turned  rugby  football  thing  football  popular  england  rugby  denying  right  get  channel  oz  get  rugby  highlight  would  bet  people  game  orient
3,still  go  deep  long  play  best  rugby  minute  debate  best  must  settled  talking
0,check  broadcast  rugby  league  live  live
0,rugby  coaching  homework  wale  moment  ball  kept  play  rugby
1,today  rugby  participated  relative  attended  residential  school  turned  actor  joined  training  session  cool  junior  grew  game
62,senator  given  cash  amp  worth  whiskey  junket  japan  initially  denied  amp  pocket  drink  industry  ethical  moral
5,another  week  match  japan  england  wale  sitting  top  pool
0,shut  brilliant  day  rugby  still  goosebump
0,wanna  go  japan  watch  rugby
9,rugby  world  cup  ask  tackle  explanation
43,woman  make  clean  sweep  japan  win  leg  rugby  woman  series  title
9,rugby  world  cup  got  serious  problem  hand  tackle  understand  anymore  seem  spooked  everyone  seems  worried  stuff  sure
1,someone  learned  amateur  surgery  giving  rugby  player  stitch  splint  side  field  would  like  say  shit  talking  full  contact  game  padding  thats  prevalent  year  worried  safety
1,rugby  folk  since  going  agree  run  great  support  pull
3,pleased  announce  date  year  aid  delighted  coming  back  year  host  event  book  table  find  click
0,going  ask  husband  ever  made  sex  tape  next  break  rugby
0,sky  seek  shareholder  approval  rugby  deal
0,best  winger  world  rugby  left
249,back  celebration  partnered  press  give  lucky  winner  chance  win  crate  cider  amp  rugby  ball  need  follow  u  amp  press  comment  good  luck
1,rugby  world  cup  must  die
0,rugby  world  cup  triumph  fuel  wale  title  dream
0,rugby  world  cup  triumph  fuel  wale  title  dream
0,rugby  world  cup  must  focus  win  rather  chase  bonus
0,cracking  grassroots  rugby  respect  side
1,spot
1,sure  know  rule  anymore  beaten  world  cup  pool  said  former  player  embarrassed  confusion  crackdown  high  tackle  causing  world  cup  another
0,full  contingent  england  seek  lay  world  cup  marker  rugby  sport
0,spooked  talented  player  getting  best  struggle  remain  hooper  lucky  remain  pitch
95,nearly  million  plus  ticket  prepared  tournament  sold  past  according  organizing  committee
9,special  rugby  scripting  hand  impartial
0,also  responsible  stealing  childhood  getting  beaten  rugby  thus  putting  risk  making  dog  eat  husband  lunch  bag  time  backed  sick
0,rugby  world  cup  black  deal
1,start  throttling  called  kicker  amp  coaching  staff  rugby
2,nobody  even  mentioned  assault  one  player  contravening  law  rugby  union  one
0,agenda  barely  comment  rugby  think  since  maybe  odd  bland  tweet  kicking  something
0,rugby  world  cup  must  focus  win  rather  chase  bonus
2,best  getting  line  rugby
0,everything  rugby  represent  least  consistent
70,wainwright  may  new  name  rugby  watcher  outstanding  game  today  someone  heavy
0,surgery  always  necessary  football  avoided  surgery  despite  multiple  relative  injury  playing  rugby
0,channel  quest  show  hour  football  league  highlight  think  get  channel  precisely  hour  highlight  show  rugby
0,thank  site  one  near  japan  big  ouch  world  rugby  championship
0,rugby  pay
14,say  hormone  therapy  started  trans  man  confusing  language  think  meant  must  stop  playing  woman  rugby  inquirer  piece  seemed  pretty  clear  verity  give  rule  unenforceable
22,two  hot  take  weekend  genuinely  understand  many  people  found  joy  rugby  defeat  also  get  people  begrudge  build  dream  home  budget  bigger  well  ever  live  let  live
2,well  done  scored  twice  kicked  lad
0,wale  rugby  boss  spooking  referee
503,take  minute  kill  whale  highlighting  japan  cruel  unsustainable  slaughter  dolphin  whale  take  part  campaign  sign  petition
1,football  rugby  following  since  around  attend  game  season
0,weekend  id  rugby  japan  first  wale
45,nice  night  bar  chatting  two  rugby  also  fun  pro  night  mode
0,observation  rugby  player  fan  tosser  merely  tosser  often  identify  bugger  experience  anyway
0,watching  rugby  world  cup
3,baseball  dull  showing  playing  rugby  somewhere  else  far  three  people  successfully  based  ball
0,let  play  rugby  get  hurt  stand  work  smart  idea
6,question  bird  football  rugby  boy
0,joke  really  something  beat  baseball  beat  finish  ski  jump  beat  rugby  therefore  seriously  hope  spot  existence  cricket
0,um  rule  law  embarrassed  tackle  confusion  loss  wale
23,tomorrow  releasing  end  year  magazine  feature  top  player  year  plus  lot  high  quality  grassroots  rugby  league  content  order  copy  tomorrow  top  announced
0,accept  lost
0,tall  bump  guy  medical  report  ran  paragraph  happen  without  contact  head
0,week  irresponsible  rugby  see  silly  miss  lot  pas  risky  would  condone  thing
1,mini  rugby  season  winter  break  summer  fixture  announce  new  trial  gt  gt  gt
0,rugby  cricket  standard  lamentable  effort
87,welsh  rugby  boy  gt  gt  gt  gt  gt
0,rugby  much  thing
7,great  welsh  take  pub  today  amp  friend  welsh  rarebit  bacon  welsh  cake  amp  course  bit  rugby  wash
75,playing  union  world  cup  final  series  pure  genius  never  better  advertisement  rugby  league
294,rugby  referee  forced  hurt  feeling  broken  bone  expose  personal  litigation  female  player  damaged  player  biologically  male
1,sport  showcase  event  reduced  complete  farce
2,viscous  could  learn  thing  two  rugby  tackling
0,well  really  sub  set  discussion  anything  expose  rugby  player  unnecessary  harm  arguably  negligent  reffing  open  risk  legal  action  equate  rise  risk  unnecessary  harm  thus  increased  risk  litigation
0,weekend  topped  amazing  result  rugby  one  happy  happy  lady  right
0,play  rugby  thats
0,thats  fend  bumping  someone  someone  tackling  low  thing  throw  weight  behind  forearm  bump  absolute  garbage  call  watch  touch  rugby  world  cup
87,day  ago  welsh  rugby  coach  rob  sent  home  betting  banned  rugby  meanwhile  pm  half  cabinet  involved  betting  entire  demise  remain  power  something  wrong  surely
0,hodge  shoulder  head  red  card  rode  arm  throat  image  penalty  soft  penalty  left  open  need  learn  rule  quickly
140,former  rugby  referee  coach  woman  rugby  care  people  think  asserting  woman  safety  hate  ref  st  role  player  safety  matter  validating  feeling  player
0,rugby
0,sport  rugby  world  cup  japan  win  fantastic  country
3,ideal  rugby  game  involves  spending  first  hour  bench  coming  tight  head  scrummage  opposition  loose  head  replacement  got  today
0,say  ref  spooked  wallaby  lose  wale  new  daily
